"ID","feature","chr","source","type","start","end","score","strand","phase","attributes","Alias","full_name","Note","symbol","curator_summary","chr_num","qtl","left_bound","right_bound","chr","left_pos","right_pos"
"AT5G64120",777645,"Chr5","Araport11","gene",25659257,25661007,".","-",".","ID=AT5G64120;Name=AT5G64120;Note=Peroxidase superfamily protein;curator_summary=Encodes a cell wall bound peroxidase that is induced by hypo-osmolarity and is involved in the lignification of cell walls.;Alias=AtPRX71,PRX71,peroxidase 71;computational_description=Peroxidase superfamily protein%3B FUNCTIONS IN: peroxidase activity%3B INVOLVED IN: defense response to fungus%2C N-terminal protein myristoylation%2C respiratory burst%3B LOCATED IN: apoplast%2C cell wall%2C membrane%3B EXPRESSED IN: 17 plant structures%3B EXPRESSED DURING: 10 growth stages%3B CONTAINS InterPro DOMAIN/s: Haem peroxidase (InterPro:IPR010255)%2C Plant peroxidase (InterPro:IPR000823)%2C Peroxidases heam-ligand binding site (InterPro:IPR019793)%2C Haem peroxidase%2C plant/fungal/bacterial (InterPro:IPR002016)%2C Peroxidase%2C active site (InterPro:IPR019794)%3B BEST Arabidopsis thaliana protein match is: Peroxidase superfamily protein (TAIR:AT5G39580.1)%3B Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0%3B Bacteria - 0%3B Metazoa - 736%3B Fungi - 347%3B Plants - 385%3B Viruses - 0%3B Other Eukaryotes - 339 (source: NCBI BLink).;Dbxref=PMID:12473102,PMID:12620105,PMID:12805590,PMID:12805589,PMID:12912986,PMID:14535883,PMID:14595688,PMID:15215506,PMID:15181204,PMID:15231406,PMID:15347784,PMID:15694452,PMID:15772289,PMID:15824099,PMID:15978049,PMID:16553894,PMID:16776300,PMID:16766691,PMID:17059410,PMID:17142483,PMID:17149585,PMID:17257167,PMID:17233795,PMID:17369372,PMID:17447913,PMID:17704230,PMID:17937930,PMID:18684332,PMID:23551275,PMID:25137070,PMID:25644691,locus:2164366;locus_type=protein_coding","AtPRX71,PRX71,peroxidase 71","","Peroxidase superfamily protein","","Encodes a cell wall bound peroxidase that is induced by hypo-osmolarity and is involved in the lignification of cell walls.",5,"m_5_25950815","m_5_25637221","m_5_25961748",5,25637221,25961748
"AT5G64850",779671,"Chr5","Araport11","gene",25921402,25923418,".","+",".","ID=AT5G64850;Name=AT5G64850;Note=sorbin/SH3 domain protein;computational_description=FUNCTIONS IN: molecular_function unknown%3B INVOLVED IN: biological_process unknown%3B LOCATED IN: plasma membrane%3B EXPRESSED IN: 22 plant structures%3B EXPRESSED DURING: 13 growth stages%3B CONTAINS InterPro DOMAIN/s: RPM1-interacting protein 4%2C defence response (InterPro:IPR008700)%3B BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G09960.1)%3B Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12%3B Bacteria - 1396%3B Metazoa - 17338%3B Fungi - 3422%3B Plants - 5037%3B Viruses - 0%3B Other Eukaryotes - 2996 (source: NCBI BLink).;Dbxref=locus:2177704;locus_type=protein_coding","","","sorbin/SH3 domain protein","","",5,"m_5_25950815","m_5_25637221","m_5_25961748",5,25637221,25961748
"AT1G05680",15184,"Chr1","Araport11","gene",1703002,1704838,".","-",".","ID=AT1G05680;Name=AT1G05680;Note=Uridine diphosphate glycosyltransferase 74E2;curator_summary=Encodes a UDP-glucosyltransferase%2C UGT74E2%2C  that acts on IBA (indole-3-butyric acid) and affects auxin homeostasis. The transcript and protein levels of this enzyme are strongly induced by H2O2 and may allow integration of ROS (reactive oxygen species) and auxin signaling. This enzyme can also transfer glycosyl groups to several compounds related to the explosive TNT when this synthetic compound is taken up from the environment.;symbol=UGT74E2;full_name=Uridine diphosphate glycosyltransferase 74E2;computational_description=Uridine diphosphate glycosyltransferase 74E2 (UGT74E2)%3B CONTAINS InterPro DOMAIN/s: UDP-glucuronosyl/UDP-glucosyltransferase (InterPro:IPR002213)%3B BEST Arabidopsis thaliana protein match is: UDP-Glycosyltransferase superfamily protein (TAIR:AT1G05675.1)%3B Has 8397 Blast hits to 8309 proteins in 513 species: Archae - 0%3B Bacteria - 605%3B Metazoa - 2499%3B Fungi - 31%3B Plants - 5061%3B Viruses - 123%3B Other Eukaryotes - 78 (source: NCBI BLink).;Dbxref=PMID:11182895,PMID:12509522,PMID:14551330,PMID:15082927,PMID:15047898,PMID:15516340,PMID:12893885,PMID:15824099,PMID:16262716,PMID:16514558,PMID:17028338,PMID:17233795,PMID:18055587,PMID:18702669,PMID:20351290,PMID:20798329,PMID:23682113,locus:2031983;locus_type=protein_coding","","Uridine diphosphate glycosyltransferase 74E2","Uridine diphosphate glycosyltransferase 74E2","UGT74E2","Encodes a UDP-glucosyltransferase%2C UGT74E2%2C  that acts on IBA (indole-3-butyric acid) and affects auxin homeostasis. The transcript and protein levels of this enzyme are strongly induced by H2O2 and may allow integration of ROS (reactive oxygen species) and auxin signaling. This enzyme can also transfer glycosyl groups to several compounds related to the explosive TNT when this synthetic compound is taken up from the environment.",1,"m_1_4032248","m_1_1661550","m_1_4596540",1,1661550,4596540
"AT1G06040",16692,"Chr1","Araport11","gene",1828340,1829983,".","-",".","ID=AT1G06040;Name=AT1G06040;Note=B-box zinc finger family protein;curator_summary=Encodes salt tolerance protein (STO) which confers salt tolerance to yeast cells. Fully complements calcineurin deficient yeast but does not encode a phosphoprotein phosphatase. Sequence has similarities to CONSTANS. STO co-localizes with COP1 and plays a role in light signaling.;symbol=STO;Alias=BBX24,B-box domain protein 24;full_name=SALT TOLERANCE;computational_description=SALT TOLERANCE (STO)%3B CONTAINS InterPro DOMAIN/s: Zinc finger%2C B-box (InterPro:IPR000315)%3B BEST Arabidopsis thaliana protein match is: salt tolerance homologue (TAIR:AT2G31380.1)%3B Has 1912 Blast hits to 1325 proteins in 114 species: Archae - 0%3B Bacteria - 0%3B Metazoa - 5%3B Fungi - 2%3B Plants - 1809%3B Viruses - 0%3B Other Eukaryotes - 96 (source: NCBI BLink).;Dbxref=PMID:9679197,PMID:8662738,PMID:11018516,PMID:11118137,PMID:12909688,PMID:17516134,PMID:17586689,PMID:17561307,PMID:17541720,PMID:17605755,PMID:17965270,PMID:18441225,PMID:18643972,PMID:19210750,PMID:19363207,PMID:19455351,PMID:19492112,PMID:18540109,PMID:19161942,PMID:19571313,PMID:19704462,PMID:19704777,PMID:19941623,PMID:19941154,PMID:19920209,PMID:19880402,PMID:20040066,PMID:20351290,PMID:20360019,PMID:20492547,PMID:20457597,PMID:20801923,PMID:20822503,PMID:21097474,PMID:21043471,PMID:21258002,PMID:21509473,PMID:21620334,PMID:21617988,PMID:21685177,PMID:21638061,PMID:21832142,PMID:21979077,PMID:22301971,PMID:22410790,PMID:22382993,PMID:22771912,PMID:22973287,PMID:23052592,PMID:23185443,PMID:23353766,PMID:23299430,PMID:23299338,PMID:23425851,PMID:23503758,PMID:23624715,PMID:23649767,PMID:23733077,PMID:23864838,PMID:24377444,PMID:24498334,PMID:25656233,locus:2198841;locus_type=protein_coding","BBX24,B-box domain protein 24","SALT TOLERANCE","B-box zinc finger family protein","STO","Encodes salt tolerance protein (STO) which confers salt tolerance to yeast cells. Fully complements calcineurin deficient yeast but does not encode a phosphoprotein phosphatase. Sequence has similarities to CONSTANS. STO co-localizes with COP1 and plays a role in light signaling.",1,"m_1_4032248","m_1_1661550","m_1_4596540",1,1661550,4596540
"AT1G06080",16778,"Chr1","Araport11","gene",1843463,1846311,".","+",".","ID=AT1G06080;Name=AT1G06080;Note=delta 9 desaturase 1;curator_summary=Encodes a protein homologous to delta 9 acyl-lipid desaturases of cyanobacteria and acyl-CoA desaturases of yeast and mammals. expression down-regulated by cold temperature.  It is involved in the desaturation of VLCFAs to make monounsaturated VLCFAs.;symbol=ADS1;Alias=AtADS1;full_name=delta 9 desaturase 1;computational_description=delta 9 desaturase 1 (ADS1)%3B FUNCTIONS IN: oxidoreductase activity%2C oxidoreductase activity%2C acting on paired donors%2C with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water%3B INVOLVED IN: oxidation reduction%2C lipid metabolic process%3B EXPRESSED IN: 17 plant structures%3B EXPRESSED DURING: 13 growth stages%3B CONTAINS InterPro DOMAIN/s: Fatty acid desaturase%2C type 1%2C core (InterPro:IPR015876)%2C Fatty acid desaturase%2C type 1 (InterPro:IPR005804)%3B BEST Arabidopsis thaliana protein match is: 16:0delta9 desaturase 2 (TAIR:AT2G31360.1)%3B Has 3455 Blast hits to 3455 proteins in 832 species: Archae - 0%3B Bacteria - 1551%3B Metazoa - 796%3B Fungi - 234%3B Plants - 106%3B Viruses - 4%3B Other Eukaryotes - 764 (source: NCBI BLink).;Dbxref=PMID:9559566,PMID:15240892,PMID:15579662,PMID:20736450,PMID:22203212,PMID:23175755,PMID:23505340,locus:2198786;locus_type=protein_coding","AtADS1","delta 9 desaturase 1","delta 9 desaturase 1","ADS1","Encodes a protein homologous to delta 9 acyl-lipid desaturases of cyanobacteria and acyl-CoA desaturases of yeast and mammals. expression down-regulated by cold temperature.  It is involved in the desaturation of VLCFAs to make monounsaturated VLCFAs.",1,"m_1_4032248","m_1_1661550","m_1_4596540",1,1661550,4596540
"AT1G06390",17492,"Chr1","Araport11","gene",1946746,1950860,".","+",".","ID=AT1G06390;Name=AT1G06390;Note=GSK3/SHAGGY-like protein kinase 1;curator_summary=encodes a GSK3/shaggy-like protein kinase. Gene expression is induced by NaCl and ABA but not KCl%2C suggesting that this gene may be involved in response to osmotic stress. This protein can interact with the BZR1 protein involved in brassinosteroid-mediated signaling in a Y2H assay and promotes BZR1 phosphorylation in protoplasts.;symbol=GSK1;Alias=ATGSK1,ATSK2-3,A. THALIANA SHAGGY-LIKE KINASE GROUP 2 3,ATSK22,SHAGGY-LIKE PROTEIN KINASE 22,BIL2,BIN2-LIKE 2,SK22,SHAGGY-LIKE PROTEIN KINASE 22;full_name=GSK3/SHAGGY-like protein kinase 1;computational_description=GSK3/SHAGGY-like protein kinase 1 (GSK1)%3B FUNCTIONS IN: kinase activity%2C glycogen synthase kinase 3 activity%3B INVOLVED IN: brassinosteroid mediated signaling pathway%2C protein amino acid phosphorylation%2C hyperosmotic salinity response%2C regulation of protein localization%3B LOCATED IN: cytosol%2C plasma membrane%3B EXPRESSED IN: 24 plant structures%3B EXPRESSED DURING: 13 growth stages%3B CONTAINS InterPro DOMAIN/s: Protein kinase%2C ATP binding site (InterPro:IPR017441)%2C Protein kinase%2C catalytic domain (InterPro:IPR000719)%2C Serine/threonine-protein kinase domain (InterPro:IPR002290)%2C Serine/threonine-protein kinase-like domain (InterPro:IPR017442)%2C Protein kinase-like domain (InterPro:IPR011009)%2C Serine/threonine-protein kinase%2C active site (InterPro:IPR008271)%3B BEST Arabidopsis thaliana protein match is: SHAGGY-related protein kinase dZeta (TAIR:AT2G30980.1)%3B Has 107835 Blast hits to 106562 proteins in 3623 species: Archae - 81%3B Bacteria - 10704%3B Metazoa - 38361%3B Fungi - 11903%3B Plants - 28114%3B Viruses - 380%3B Other Eukaryotes - 18292 (source: NCBI BLink).;Dbxref=PMID:10198112,PMID:11532176,PMID:12399181,PMID:12376626,PMID:12913170,PMID:16007489,PMID:17873094,PMID:18433157,PMID:19395409,PMID:21477822,PMID:23496207,PMID:24771765,locus:2202255;locus_type=protein_coding","ATGSK1,ATSK2-3,A. THALIANA SHAGGY-LIKE KINASE GROUP 2 3,ATSK22,SHAGGY-LIKE PROTEIN KINASE 22,BIL2,BIN2-LIKE 2,SK22,SHAGGY-LIKE PROTEIN KINASE 22","GSK3/SHAGGY-like protein kinase 1","GSK3/SHAGGY-like protein kinase 1","GSK1","encodes a GSK3/shaggy-like protein kinase. Gene expression is induced by NaCl and ABA but not KCl%2C suggesting that this gene may be involved in response to osmotic stress. This protein can interact with the BZR1 protein involved in brassinosteroid-mediated signaling in a Y2H assay and promotes BZR1 phosphorylation in protoplasts.",1,"m_1_4032248","m_1_1661550","m_1_4596540",1,1661550,4596540
"AT1G07135",19741,"Chr1","Araport11","gene",2189877,2190784,".","-",".","ID=AT1G07135;Name=AT1G07135;Note=glycine-rich protein;computational_description=glycine-rich protein%3B Has 22251 Blast hits to 8348 proteins in 789 species: Archae - 21%3B Bacteria - 7328%3B Metazoa - 6126%3B Fungi - 1280%3B Plants - 3980%3B Viruses - 524%3B Other Eukaryotes - 2992 (source: NCBI BLink).;Dbxref=PMID:12068095,PMID:12805588,PMID:16005291,PMID:17337630,PMID:18684332,PMID:18783601,PMID:20736450,locus:505006106;locus_type=protein_coding","","","glycine-rich protein","","",1,"m_1_4032248","m_1_1661550","m_1_4596540",1,1661550,4596540
"AT1G07360",20259,"Chr1","Araport11","gene",2260317,2262923,".","-",".","ID=AT1G07360;Name=AT1G07360;Note=CCCH-type zinc fingerfamily protein with RNA-binding domain-containing protein;curator_summary=Encodes MAC5A%2C a component of the MOS4-associated complex (MAC) that contributes to snc1- mediated autoimmunity. MAC is a highly conserved nuclear protein complex associated with the spliceosome. Homologues include AT1G07360 (MAC5A)%2C AT2G29580 (MAC5B) and AT5G07060 (MAC5C).;symbol=MAC5A;full_name=MOS4-associated complex subunit 5A;computational_description=CCCH-type zinc fingerfamily protein with RNA-binding domain%3B FUNCTIONS IN: RNA binding%2C nucleotide binding%2C zinc ion binding%2C nucleic acid binding%3B INVOLVED IN: biological_process unknown%3B LOCATED IN: cellular_component unknown%3B EXPRESSED IN: 25 plant structures%3B EXPRESSED DURING: 14 growth stages%3B CONTAINS InterPro DOMAIN/s: Zinc finger%2C CCCH-type (InterPro:IPR000571)%2C RNA recognition motif%2C RNP-1 (InterPro:IPR000504)%2C Nucleotide-binding%2C alpha-beta plait (InterPro:IPR012677)%3B BEST Arabidopsis thaliana protein match is: CCCH-type zinc fingerfamily protein with RNA-binding domain (TAIR:AT2G29580.1)%3B Has 18250 Blast hits to 13471 proteins in 794 species: Archae - 12%3B Bacteria - 1319%3B Metazoa - 6997%3B Fungi - 3518%3B Plants - 3570%3B Viruses - 267%3B Other Eukaryotes - 2567 (source: NCBI BLink).;Dbxref=PMID:18221561,PMID:18775970,PMID:20943852,locus:2025077;locus_type=protein_coding","","MOS4-associated complex subunit 5A","CCCH-type zinc fingerfamily protein with RNA-binding domain-containing protein","MAC5A","Encodes MAC5A%2C a component of the MOS4-associated complex (MAC) that contributes to snc1- mediated autoimmunity. MAC is a highly conserved nuclear protein complex associated with the spliceosome. Homologues include AT1G07360 (MAC5A)%2C AT2G29580 (MAC5B) and AT5G07060 (MAC5C).",1,"m_1_4032248","m_1_1661550","m_1_4596540",1,1661550,4596540
"AT1G08550",24230,"Chr1","Araport11","gene",2706868,2709988,".","+",".","ID=AT1G08550;Name=AT1G08550;Note=non-photochemical quenching 1;curator_summary=Violaxanthin deepoxidase involved in xanthophyll cycle.Two major consequences of the npq1 mutation are the absence of zeaxanthin formation in strong light and the partial inhibition of the quenching of singlet excited chlorophylls in the photosystem II light-harvesting complex;symbol=NPQ1;Alias=AVDE1,ARABIDOPSIS VIOLAXANTHIN DE-EPOXIDASE 1;full_name=non-photochemical quenching 1;computational_description=non-photochemical quenching 1 (NPQ1)%3B FUNCTIONS IN: violaxanthin de-epoxidase activity%3B INVOLVED IN: fatty acid metabolic process%2C response to heat%2C chlorophyll metabolic process%2C xanthophyll metabolic process%2C xanthophyll cycle%3B LOCATED IN: thylakoid lumen%2C chloroplast thylakoid lumen%2C chloroplast photosystem II%2C chloroplast%3B EXPRESSED IN: 22 plant structures%3B EXPRESSED DURING: 14 growth stages%3B CONTAINS InterPro DOMAIN/s: Lipocalin conserved site (InterPro:IPR022272)%2C Calycin (InterPro:IPR012674)%2C Violaxanthin de-epoxidase (InterPro:IPR010788)%2C Calycin-like (InterPro:IPR011038)%3B BEST Arabidopsis thaliana protein match is: violaxanthin de-epoxidase-related (TAIR:AT2G21860.1)%3B Has 258 Blast hits to 254 proteins in 55 species: Archae - 0%3B Bacteria - 9%3B Metazoa - 2%3B Fungi - 0%3B Plants - 212%3B Viruses - 0%3B Other Eukaryotes - 35 (source: NCBI BLink).;Dbxref=PMID:10982442,PMID:10944157,PMID:10750712,PMID:10588066,PMID:10411949,PMID:10364413,PMID:9668132,PMID:9624110,PMID:11719511,PMID:11439133,PMID:12447545,PMID:11058750,PMID:11722132,PMID:12972657,PMID:14576287,PMID:15662017,PMID:15749754,PMID:15923322,PMID:15821287,PMID:16258032,PMID:16418232,PMID:16701678,PMID:16913871,PMID:16896791,PMID:17351115,PMID:17416642,PMID:17932304,PMID:18650403,PMID:19011000,PMID:19118124,PMID:19549928,PMID:18070876,PMID:19638474,PMID:19617542,PMID:20127930,PMID:19965965,PMID:20964339,PMID:20100799,PMID:21340700,PMID:21481232,PMID:21803939,PMID:22428135,PMID:22372667,PMID:22771437,PMID:22860767,PMID:23837879,PMID:24033721,PMID:25429003,PMID:25422428,locus:2025510;locus_type=protein_coding","AVDE1,ARABIDOPSIS VIOLAXANTHIN DE-EPOXIDASE 1","non-photochemical quenching 1","non-photochemical quenching 1","NPQ1","Violaxanthin deepoxidase involved in xanthophyll cycle.Two major consequences of the npq1 mutation are the absence of zeaxanthin formation in strong light and the partial inhibition of the quenching of singlet excited chlorophylls in the photosystem II light-harvesting complex",1,"m_1_4032248","m_1_1661550","m_1_4596540",1,1661550,4596540
"AT1G09460",27785,"Chr1","Araport11","gene",3053698,3055360,".","+",".","ID=AT1G09460;Name=AT1G09460;Note=Carbohydrate-binding X8 domain superfamily protein;computational_description=Carbohydrate-binding X8 domain superfamily protein%3B LOCATED IN: endomembrane system%3B EXPRESSED IN: 19 plant structures%3B EXPRESSED DURING: 12 growth stages%3B CONTAINS InterPro DOMAIN/s: X8 (InterPro:IPR012946)%3B BEST Arabidopsis thaliana protein match is: Carbohydrate-binding X8 domain superfamily protein (TAIR:AT2G30933.1)%3B Has 28400 Blast hits to 14800 proteins in 1032 species: Archae - 269%3B Bacteria - 5437%3B Metazoa - 8038%3B Fungi - 2740%3B Plants - 5953%3B Viruses - 1223%3B Other Eukaryotes - 4740 (source: NCBI BLink).;Dbxref=PMID:14576160,PMID:22589469,locus:2012355;locus_type=protein_coding","","","Carbohydrate-binding X8 domain superfamily protein","","",1,"m_1_4032248","m_1_1661550","m_1_4596540",1,1661550,4596540
"AT1G09500",27899,"Chr1","Araport11","gene",3066674,3068796,".","+",".","ID=AT1G09500;Name=AT1G09500;Note=NAD(P)-binding Rossmann-fold superfamily protein;curator_summary=similar to Eucalyptus gunnii alcohol dehydrogenase of unknown physiological function (GI:1143445)%2C Vigna unguiculata (gi:1854445)%2C NOT a cinnamyl-alcohol dehydrogenase;computational_description=NAD(P)-binding Rossmann-fold superfamily protein%3B FUNCTIONS IN: alcohol dehydrogenase (NAD) activity%2C cinnamyl-alcohol dehydrogenase activity%3B INVOLVED IN: lignin biosynthetic process%2C cellular metabolic process%2C metabolic process%3B LOCATED IN: endomembrane system%3B EXPRESSED IN: 9 plant structures%3B EXPRESSED DURING: LP.06 six leaves visible%2C LP.04 four leaves visible%2C 4 anthesis%2C petal differentiation and expansion stage%3B CONTAINS InterPro DOMAIN/s: NAD-dependent epimerase/dehydratase (InterPro:IPR001509)%2C NAD(P)-binding domain (InterPro:IPR016040)%3B BEST Arabidopsis thaliana protein match is: NAD(P)-binding Rossmann-fold superfamily protein (TAIR:AT1G09510.1)%3B Has 9627 Blast hits to 9614 proteins in 1666 species: Archae - 148%3B Bacteria - 3563%3B Metazoa - 355%3B Fungi - 930%3B Plants - 2402%3B Viruses - 50%3B Other Eukaryotes - 2179 (source: NCBI BLink).;Dbxref=PMID:12805589,PMID:14551330,PMID:14617064,PMID:14745009,PMID:15448178,PMID:15878986,PMID:16258017,PMID:16262716,PMID:16553893,PMID:16630346,PMID:16608451,PMID:16603661,PMID:16998091,PMID:16963526,PMID:18650403,PMID:18923020,PMID:20736450,locus:2012280;locus_type=protein_coding","","","NAD(P)-binding Rossmann-fold superfamily protein","","similar to Eucalyptus gunnii alcohol dehydrogenase of unknown physiological function (GI:1143445)%2C Vigna unguiculata (gi:1854445)%2C NOT a cinnamyl-alcohol dehydrogenase",1,"m_1_4032248","m_1_1661550","m_1_4596540",1,1661550,4596540
"AT1G09530",27965,"Chr1","Araport11","gene",3075768,3079654,".","+",".","ID=AT1G09530;Name=AT1G09530;Note=phytochrome interacting factor 3;curator_summary=Transcription factor interacting with photoreceptors phyA and phyB. Forms a ternary complex in vitro with G-box element of the promoters of LHY%2C CCA1. Acts as a negative regulator of phyB signalling. It degrades rapidly after irradiation of dark grown seedlings in a process controlled by phytochromes. Does not play a  significant role in controlling light input and function of the circadian  clockwork. Binds to G- and E-boxes%2C but not to other ACEs. Binds to anthocyanin biosynthetic genes in a light- and HY5-independent fashion. PIF3 function as a transcriptional activator can be functionally and mechanistically separated from its role in repression of PhyB mediated processes.;symbol=PIF3;Alias=PAP3,PHYTOCHROME-ASSOCIATED PROTEIN 3,POC1,PHOTOCURRENT 1;full_name=phytochrome interacting factor 3;computational_description=phytochrome interacting factor 3 (PIF3)%3B CONTAINS InterPro DOMAIN/s: Helix-loop-helix DNA-binding domain (InterPro:IPR001092)%2C Helix-loop-helix DNA-binding (InterPro:IPR011598)%3B BEST Arabidopsis thaliana protein match is: phytochrome interacting factor 3-like 1 (TAIR:AT2G46970.1)%3B Has 4326 Blast hits to 4310 proteins in 315 species: Archae - 0%3B Bacteria - 2%3B Metazoa - 732%3B Fungi - 183%3B Plants - 3377%3B Viruses - 7%3B Other Eukaryotes - 25 (source: NCBI BLink).;Dbxref=PMID:11118137,PMID:12679534,PMID:15486102,PMID:14508006,PMID:17319847,PMID:19286967,PMID:16885032,PMID:18564962,PMID:18728185,PMID:19165330,PMID:19380736,PMID:19380720,PMID:19920208,PMID:19965572,PMID:20605855,PMID:19062289,PMID:20844019,PMID:19619162,PMID:21478445,PMID:21562334,PMID:21220341,PMID:21928113,PMID:22006939,PMID:22108407,PMID:22303234,PMID:22529386,PMID:22499182,PMID:22492120,PMID:22631228,PMID:22582101,PMID:22679494,PMID:22818915,PMID:22895253,PMID:23209113,PMID:23382695,PMID:23548744,PMID:22451940,PMID:22849408,PMID:23711731,PMID:23645630,PMID:24157606,PMID:23903316,PMID:24420574,PMID:24599595,PMID:24769533,PMID:23746445,PMID:24982146,PMID:25296857,PMID:25516603,PMID:25711503,locus:2012345;locus_type=protein_coding","PAP3,PHYTOCHROME-ASSOCIATED PROTEIN 3,POC1,PHOTOCURRENT 1","phytochrome interacting factor 3","phytochrome interacting factor 3","PIF3","Transcription factor interacting with photoreceptors phyA and phyB. Forms a ternary complex in vitro with G-box element of the promoters of LHY%2C CCA1. Acts as a negative regulator of phyB signalling. It degrades rapidly after irradiation of dark grown seedlings in a process controlled by phytochromes. Does not play a  significant role in controlling light input and function of the circadian  clockwork. Binds to G- and E-boxes%2C but not to other ACEs. Binds to anthocyanin biosynthetic genes in a light- and HY5-independent fashion. PIF3 function as a transcriptional activator can be functionally and mechanistically separated from its role in repression of PhyB mediated processes.",1,"m_1_4032248","m_1_1661550","m_1_4596540",1,1661550,4596540
