"ID","feature","chr","source","type","start","end","score","strand","phase","attributes","Alias","full_name","Note","symbol","curator_summary","chr_num","qtl","left_bound","right_bound","chr","left_pos","right_pos"
"AT4G16260",537031,"Chr4","Araport11","gene",9199972,9201643,".","-",".","ID=AT4G16260;Name=AT4G16260;Note=Glycosyl hydrolase superfamily protein;curator_summary=Encodes a putative beta-1%2C3-endoglucanase that interacts with the 30C02 cyst nematode effector. May play a role in host defense.;computational_description=Glycosyl hydrolase superfamily protein%3B FUNCTIONS IN: cation binding%2C hydrolase activity%2C hydrolyzing O-glycosyl compounds%2C catalytic activity%3B INVOLVED IN: defense response to fungus%2C incompatible interaction%2C response to salt stress%3B LOCATED IN: cell wall%2C plasma membrane%3B EXPRESSED IN: 11 plant structures%3B EXPRESSED DURING: LP.06 six leaves visible%2C LP.04 four leaves visible%2C 4 anthesis%2C petal differentiation and expansion stage%2C LP.08 eight leaves visible%3B CONTAINS InterPro DOMAIN/s: Glycoside hydrolase%2C catalytic core (InterPro:IPR017853)%2C Glycoside hydrolase%2C family 17 (InterPro:IPR000490)%2C Glycoside hydrolase%2C subgroup%2C catalytic core (InterPro:IPR013781)%3B BEST Arabidopsis thaliana protein match is: beta-1%2C3-glucanase 1 (TAIR:AT3G57270.1)%3B Has 2169 Blast hits to 2154 proteins in 141 species: Archae - 0%3B Bacteria - 6%3B Metazoa - 5%3B Fungi - 22%3B Plants - 2121%3B Viruses - 0%3B Other Eukaryotes - 15 (source: NCBI BLink).;Dbxref=PMID:12169696,PMID:12034900,PMID:12620105,PMID:12671089,PMID:12805589,PMID:14535885,PMID:14730065,PMID:15082927,PMID:15047898,PMID:15200641,PMID:15272873,PMID:15235117,PMID:15593128,PMID:15720685,PMID:15860015,PMID:16262716,PMID:16461379,PMID:16813576,PMID:17189325,PMID:17704230,PMID:18184068,PMID:18650403,PMID:18796151,PMID:18790826,PMID:18783601,PMID:19857612,PMID:20234049,PMID:22375709,PMID:22442414,PMID:23656331,locus:2130329;locus_type=protein_coding","","","Glycosyl hydrolase superfamily protein","","Encodes a putative beta-1%2C3-endoglucanase that interacts with the 30C02 cyst nematode effector. May play a role in host defense.",4,"m_4_9222034","m_4_8913726","m_4_10087222",4,8913726,10087222
"AT4G16500",537810,"Chr4","Araport11","gene",9300721,9302434,".","-",".","ID=AT4G16500;Name=AT4G16500;Note=Cystatin/monellin superfamily protein;Alias=AtCYS4,CYS4,phytocystatin 4;computational_description=Cystatin/monellin superfamily protein%3B FUNCTIONS IN: enzyme regulator activity%2C cysteine-type endopeptidase inhibitor activity%3B INVOLVED IN: biological_process unknown%3B LOCATED IN: cell wall%2C vacuole%3B EXPRESSED IN: 24 plant structures%3B EXPRESSED DURING: 15 growth stages%3B CONTAINS InterPro DOMAIN/s: Proteinase inhibitor I25%2C cystatin (InterPro:IPR000010)%2C Proteinase inhibitor I25%2C cystatin%2C conserved region (InterPro:IPR020381)%3B BEST Arabidopsis thaliana protein match is: Cystatin/monellin superfamily protein (TAIR:AT5G47550.1)%3B Has 714 Blast hits to 692 proteins in 89 species: Archae - 0%3B Bacteria - 0%3B Metazoa - 5%3B Fungi - 0%3B Plants - 705%3B Viruses - 0%3B Other Eukaryotes - 4 (source: NCBI BLink).;Dbxref=PMID:12787025,PMID:15763661,PMID:15593128,PMID:15539469,PMID:18650403,PMID:18796151,PMID:18775970,PMID:23738689,PMID:23868510,locus:2130709;locus_type=protein_coding","AtCYS4,CYS4,phytocystatin 4","","Cystatin/monellin superfamily protein","","",4,"m_4_9222034","m_4_8913726","m_4_10087222",4,8913726,10087222
"AT4G16515",537851,"Chr4","Araport11","gene",9305166,9305845,".","-",".","ID=AT4G16515;Name=AT4G16515;Note=root meristem growth factor;curator_summary=Encodes a root meristem growth factor (RGF).  Belongs to a family of functionally redundant homologous peptides that are secreted%2C tyrosine-sulfated%2C and expressed mainly in the stem cell area and the innermost layer of central columella cells. RGFs are required for maintenance of the root stem cell niche and transit amplifying cell proliferation.  Members of this family include: At5g60810 (RGF1)%2C At1g13620 (RGF2)%2C At2g04025 (RGF3)%2C At3g30350 (RGF4)%2C At5g51451 (RGF5)%2C At4g16515 (RGF6)%2C At3g02240 (RGF7)%2C At2g03830 (RGF8) and At5g64770 (RGF9).;symbol=RGF6;Alias=CLEL 6,CLE-like 6,GLV1,GOLVEN 1;full_name=root meristem growth factor 6;computational_description=root meristem growth factor 6 (RGF6)%3B FUNCTIONS IN: molecular_function unknown%3B LOCATED IN: endomembrane system%3B EXPRESSED IN: 16 plant structures%3B EXPRESSED DURING: 10 growth stages%3B Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12%3B Bacteria - 1396%3B Metazoa - 17338%3B Fungi - 3422%3B Plants - 5037%3B Viruses - 0%3B Other Eukaryotes - 2996 (source: NCBI BLink).;Dbxref=PMID:12893885,PMID:18252252,PMID:18650403,PMID:20798316,PMID:22307643,PMID:22421050,PMID:23370719,locus:505006482;locus_type=protein_coding","CLEL 6,CLE-like 6,GLV1,GOLVEN 1","root meristem growth factor 6","root meristem growth factor","RGF6","Encodes a root meristem growth factor (RGF).  Belongs to a family of functionally redundant homologous peptides that are secreted%2C tyrosine-sulfated%2C and expressed mainly in the stem cell area and the innermost layer of central columella cells. RGFs are required for maintenance of the root stem cell niche and transit amplifying cell proliferation.  Members of this family include: At5g60810 (RGF1)%2C At1g13620 (RGF2)%2C At2g04025 (RGF3)%2C At3g30350 (RGF4)%2C At5g51451 (RGF5)%2C At4g16515 (RGF6)%2C At3g02240 (RGF7)%2C At2g03830 (RGF8) and At5g64770 (RGF9).",4,"m_4_9222034","m_4_8913726","m_4_10087222",4,8913726,10087222
"AT4G16780",538944,"Chr4","Araport11","gene",9449114,9450905,".","+",".","ID=AT4G16780;Name=AT4G16780;Note=homeobox protein 2;curator_summary=Encodes a homeodomain-leucine zipper protein that is rapidly and strongly induced by changes in the ratio of red to far-red light.  It is also involved in cell expansion and cell proliferation and in the response to auxin.;symbol=HB-2;Alias=ATHB-2,homeobox protein 2,ATHB2,ARABIDOPSIS THALIANA HOMEOBOX PROTEIN 2,HAT4;full_name=homeobox protein 2;computational_description=homeobox protein 2 (HB-2)%3B CONTAINS InterPro DOMAIN/s: HD-ZIP protein%2C N-terminal (InterPro:IPR006712)%2C Helix-turn-helix motif%2C lambda-like repressor (InterPro:IPR000047)%2C Homeobox (InterPro:IPR001356)%2C Homeobox%2C conserved site (InterPro:IPR017970)%2C Homeodomain-like (InterPro:IPR009057)%2C Leucine zipper%2C homeobox-associated (InterPro:IPR003106)%2C Homeodomain-related (InterPro:IPR012287)%3B BEST Arabidopsis thaliana protein match is: Homeobox-leucine zipper protein 4 (HB-4) / HD-ZIP protein (TAIR:AT5G47370.1)%3B Has 7230 Blast hits to 7123 proteins in 465 species: Archae - 0%3B Bacteria - 0%3B Metazoa - 4716%3B Fungi - 327%3B Plants - 2046%3B Viruses - 18%3B Other Eukaryotes - 123 (source: NCBI BLink).;Dbxref=PMID:10477292,PMID:9747806,PMID:8811855,PMID:7948864,PMID:7915839,PMID:8253077,PMID:8106086,PMID:8449400,PMID:1675603,PMID:11118137,PMID:11260495,PMID:12234731,PMID:12644683,PMID:15610358,PMID:16212609,PMID:16565297,PMID:17965713,PMID:18758690,PMID:21453984,PMID:21666227,PMID:22321262,PMID:22918502,PMID:23578926,PMID:23838958,PMID:24377444,locus:2129136;locus_type=protein_coding","ATHB-2,homeobox protein 2,ATHB2,ARABIDOPSIS THALIANA HOMEOBOX PROTEIN 2,HAT4","homeobox protein 2","homeobox protein 2","HB-2","Encodes a homeodomain-leucine zipper protein that is rapidly and strongly induced by changes in the ratio of red to far-red light.  It is also involved in cell expansion and cell proliferation and in the response to auxin.",4,"m_4_9222034","m_4_8913726","m_4_10087222",4,8913726,10087222
"AT4G17230",540929,"Chr4","Araport11","gene",9660593,9663809,".","-",".","ID=AT4G17230;Name=AT4G17230;Note=SCARECROW-like 13;curator_summary=Encodes a scarecrow-like protein (SCL13). Member of GRAS gene family.;symbol=SCL13;full_name=SCARECROW-like 13;computational_description=SCARECROW-like 13 (SCL13)%3B CONTAINS InterPro DOMAIN/s: Transcription factor GRAS (InterPro:IPR005202)%3B BEST Arabidopsis thaliana protein match is: scarecrow-like 5 (TAIR:AT1G50600.1)%3B Has 2512 Blast hits to 2467 proteins in 302 species: Archae - 0%3B Bacteria - 4%3B Metazoa - 0%3B Fungi - 0%3B Plants - 2508%3B Viruses - 0%3B Other Eukaryotes - 0 (source: NCBI BLink).;Dbxref=PMID:11118137,PMID:12167669,PMID:12582254,PMID:12805589,PMID:14760535,PMID:15688252,PMID:16244138,PMID:17408486,PMID:17722694,PMID:15604690,PMID:18650403,PMID:21936663,PMID:24377444,locus:2130739;locus_type=protein_coding","","SCARECROW-like 13","SCARECROW-like 13","SCL13","Encodes a scarecrow-like protein (SCL13). Member of GRAS gene family.",4,"m_4_9222034","m_4_8913726","m_4_10087222",4,8913726,10087222
"AT4G17470",541783,"Chr4","Araport11","gene",9742350,9744867,".","-",".","ID=AT4G17470;Name=AT4G17470;Note=alpha/beta-Hydrolases superfamily protein;computational_description=alpha/beta-Hydrolases superfamily protein%3B FUNCTIONS IN: palmitoyl-(protein) hydrolase activity%3B INVOLVED IN: protein modification process%3B LOCATED IN: endomembrane system%3B EXPRESSED IN: 11 plant structures%3B EXPRESSED DURING: LP.06 six leaves visible%2C LP.04 four leaves visible%2C C globular stage%2C petal differentiation and expansion stage%3B CONTAINS InterPro DOMAIN/s: Palmitoyl protein thioesterase (InterPro:IPR002472)%3B BEST Arabidopsis thaliana protein match is: alpha/beta-Hydrolases superfamily protein (TAIR:AT4G17480.1)%3B Has 628 Blast hits to 624 proteins in 157 species: Archae - 0%3B Bacteria - 0%3B Metazoa - 330%3B Fungi - 94%3B Plants - 142%3B Viruses - 0%3B Other Eukaryotes - 62 (source: NCBI BLink).;Dbxref=PMID:15181204,PMID:15596101,PMID:16632643,PMID:16792696,PMID:18650403,PMID:23505340,locus:2129066;locus_type=protein_coding","","","alpha/beta-Hydrolases superfamily protein","","",4,"m_4_9222034","m_4_8913726","m_4_10087222",4,8913726,10087222
"AT4G17880",543175,"Chr4","Araport11","gene",9933326,9935685,".","-",".","ID=AT4G17880;Name=AT4G17880;Note=Basic helix-loop-helix (bHLH) DNA-binding family protein;curator_summary=MYC4 is a JAZ-interacting transcription factor that act together with MYC2 and MYC3 to activate JA-responses.;symbol=MYC4;computational_description=Basic helix-loop-helix (bHLH) DNA-binding family protein%3B FUNCTIONS IN: DNA binding%2C sequence-specific DNA binding transcription factor activity%3B INVOLVED IN: regulation of transcription%3B LOCATED IN: nucleus%3B EXPRESSED IN: 22 plant structures%3B EXPRESSED DURING: 13 growth stages%3B CONTAINS InterPro DOMAIN/s: Helix-loop-helix DNA-binding domain (InterPro:IPR001092)%2C Helix-loop-helix DNA-binding (InterPro:IPR011598)%3B BEST Arabidopsis thaliana protein match is: Basic helix-loop-helix (bHLH) DNA-binding family protein (TAIR:AT5G46760.1)%3B Has 4061 Blast hits to 3773 proteins in 423 species: Archae - 0%3B Bacteria - 20%3B Metazoa - 552%3B Fungi - 119%3B Plants - 3303%3B Viruses - 13%3B Other Eukaryotes - 54 (source: NCBI BLink).;Dbxref=PMID:11118137,PMID:12509522,PMID:12679534,PMID:12897250,PMID:14600211,PMID:15208388,PMID:15713015,PMID:16021335,PMID:20736450,PMID:21335373,PMID:21321051,PMID:21889054,PMID:22173100,PMID:23142764,PMID:23632853,PMID:23943862,PMID:24377444,PMID:24824488,PMID:25627909,locus:2141055;locus_type=protein_coding","","","Basic helix-loop-helix (bHLH) DNA-binding family protein","MYC4","MYC4 is a JAZ-interacting transcription factor that act together with MYC2 and MYC3 to activate JA-responses.",4,"m_4_9222034","m_4_8913726","m_4_10087222",4,8913726,10087222
"AT4G18130",543960,"Chr4","Araport11","gene",10042137,10046346,".","-",".","ID=AT4G18130;Name=AT4G18130;Note=phytochrome E;curator_summary=member of Histidine Kinase;symbol=PHYE;full_name=phytochrome E;computational_description=phytochrome E (PHYE)%3B FUNCTIONS IN: protein histidine kinase activity%2C G-protein coupled photoreceptor activity%2C signal transducer activity%3B INVOLVED IN: in 8 processes%3B LOCATED IN: membrane%3B EXPRESSED IN: 22 plant structures%3B EXPRESSED DURING: 13 growth stages%3B CONTAINS InterPro DOMAIN/s: Phytochrome%2C central region (InterPro:IPR013515)%2C Signal transduction histidine kinase%2C core (InterPro:IPR005467)%2C PAS fold (InterPro:IPR013767)%2C PAS (InterPro:IPR000014)%2C Phytochrome chromophore attachment domain (InterPro:IPR016132)%2C ATPase-like%2C ATP-binding domain (InterPro:IPR003594)%2C PAS fold-2 (InterPro:IPR013654)%2C Phytochrome A/B/C/D/E (InterPro:IPR012129)%2C Phytochrome (InterPro:IPR001294)%2C Signal transduction histidine kinase%2C subgroup 1%2C dimerisation/phosphoacceptor domain (InterPro:IPR003661)%2C Phytochrome chromophore binding site (InterPro:IPR013516)%2C GAF (InterPro:IPR003018)%3B BEST Arabidopsis thaliana protein match is: phytochrome B (TAIR:AT2G18790.1)%3B Has 25391 Blast hits to 25044 proteins in 3724 species: Archae - 289%3B Bacteria - 19481%3B Metazoa - 8%3B Fungi - 476%3B Plants - 4006%3B Viruses - 9%3B Other Eukaryotes - 1122 (source: NCBI BLink).;Dbxref=PMID:10734217,PMID:10723737,PMID:10571889,PMID:10485280,PMID:10379648,PMID:10069829,PMID:9800208,PMID:9724694,PMID:9611171,PMID:9491613,PMID:9390432,PMID:9252112,PMID:8865668,PMID:8616214,PMID:7539307,PMID:8049367,PMID:11089975,PMID:11743105,PMID:11437253,PMID:11553757,PMID:15960622,PMID:17076805,PMID:17346261,PMID:17504457,PMID:19286967,PMID:16885032,PMID:19453482,PMID:20605855,PMID:21985558,PMID:22303272,PMID:23772959,PMID:24471455,locus:2005536;locus_type=protein_coding","","phytochrome E","phytochrome E","PHYE","member of Histidine Kinase",4,"m_4_9222034","m_4_8913726","m_4_10087222",4,8913726,10087222
"AT4G18220",544181,"Chr4","Araport11","gene",10078638,10080362,".","+",".","ID=AT4G18220;Name=AT4G18220;Note=Drug/metabolite transporter superfamily protein;computational_description=Drug/metabolite transporter superfamily protein%3B CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF250 (InterPro:IPR004853)%3B BEST Arabidopsis thaliana protein match is: purine permease 10 (TAIR:AT4G18210.1)%3B Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0%3B Bacteria - 0%3B Metazoa - 736%3B Fungi - 347%3B Plants - 385%3B Viruses - 0%3B Other Eukaryotes - 339 (source: NCBI BLink).;Dbxref=PMID:17026540,locus:2141916;locus_type=protein_coding","","","Drug/metabolite transporter superfamily protein","","",4,"m_4_9222034","m_4_8913726","m_4_10087222",4,8913726,10087222
"AT4G32280",586006,"Chr4","Araport11","gene",15583332,15584903,".","+",".","ID=AT4G32280;Name=AT4G32280;Note=indole-3-acetic acid inducible 29;curator_summary=Auxin inducible protein.;symbol=IAA29;full_name=indole-3-acetic acid inducible 29;computational_description=indole-3-acetic acid inducible 29 (IAA29)%3B FUNCTIONS IN: sequence-specific DNA binding transcription factor activity%3B INVOLVED IN: response to auxin stimulus%2C response to cyclopentenone%2C response to red light%2C response to far red light%3B LOCATED IN: nucleus%3B EXPRESSED IN: 7 plant structures%3B EXPRESSED DURING: 6 growth stages%3B CONTAINS InterPro DOMAIN/s: Aux/IAA-ARF-dimerisation (InterPro:IPR011525)%2C AUX/IAA protein (InterPro:IPR003311)%3B BEST Arabidopsis thaliana protein match is: indoleacetic acid-induced protein 10 (TAIR:AT1G04100.1)%3B Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12%3B Bacteria - 1396%3B Metazoa - 17338%3B Fungi - 3422%3B Plants - 5037%3B Viruses - 0%3B Other Eukaryotes - 2996 (source: NCBI BLink).;Dbxref=PMID:11118137,PMID:12036262,PMID:15247399,PMID:12893885,PMID:16243906,PMID:16284307,PMID:16489122,PMID:16901781,PMID:17076805,PMID:17435085,PMID:17885085,PMID:18334669,PMID:19249207,PMID:21666227,PMID:23037004,PMID:23037003,PMID:23629833,PMID:23757399,PMID:24424094,locus:2116505;locus_type=protein_coding","","indole-3-acetic acid inducible 29","indole-3-acetic acid inducible 29","IAA29","Auxin inducible protein.",4,"m_4_16212324","m_4_15488750","m_4_16532462",4,15488750,16532462
"AT4G32290",586052,"Chr4","Araport11","gene",15589434,15591213,".","-",".","ID=AT4G32290;Name=AT4G32290;Note=Core-2/I-branching beta-1%2C6-N-acetylglucosaminyltransferase family protein;computational_description=Core-2/I-branching beta-1%2C6-N-acetylglucosaminyltransferase family protein%3B FUNCTIONS IN: molecular_function unknown%3B INVOLVED IN: biological_process unknown%3B LOCATED IN: endomembrane system%3B EXPRESSED IN: 22 plant structures%3B EXPRESSED DURING: 13 growth stages%3B CONTAINS InterPro DOMAIN/s: Core-2/I-Branching enzyme (InterPro:IPR021141)%3B BEST Arabidopsis thaliana protein match is: Core-2/I-branching beta-1%2C6-N-acetylglucosaminyltransferase family protein (TAIR:AT5G25330.1)%3B Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0%3B Bacteria - 0%3B Metazoa - 736%3B Fungi - 347%3B Plants - 385%3B Viruses - 0%3B Other Eukaryotes - 339 (source: NCBI BLink).;Dbxref=locus:2116515;locus_type=protein_coding","","","Core-2/I-branching beta-1%2C6-N-acetylglucosaminyltransferase family protein","","",4,"m_4_16212324","m_4_15488750","m_4_16532462",4,15488750,16532462
"AT4G32540",586989,"Chr4","Araport11","gene",15700829,15703000,".","+",".","ID=AT4G32540;Name=AT4G32540;Note=Flavin-binding monooxygenase family protein;curator_summary=Mutant has elevated levels of free IAA in dominant mutant allele%3B Flavin Monooxygenase-Like Enzyme%3B Auxin Biosynthesis;symbol=YUC1;Alias=YUC,YUCCA;full_name=YUCCA 1;computational_description=YUCCA 1 (YUC1)%3B FUNCTIONS IN: NADP or NADPH binding%2C oxidoreductase activity%2C FAD binding%2C flavin-containing monooxygenase activity%3B INVOLVED IN: in 7 processes%3B EXPRESSED IN: 12 plant structures%3B EXPRESSED DURING: C globular stage%2C F mature embryo stage%2C petal differentiation and expansion stage%2C E expanded cotyledon stage%2C D bilateral stage%3B CONTAINS InterPro DOMAIN/s: Pyridine nucleotide-disulphide oxidoreductase%2C class-II (InterPro:IPR000103)%2C FAD-dependent pyridine nucleotide-disulphide oxidoreductase (InterPro:IPR013027)%2C Flavin-containing monooxygenase-like (InterPro:IPR020946)%3B BEST Arabidopsis thaliana protein match is: Flavin-binding monooxygenase family protein (TAIR:AT5G11320.1)%3B Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0%3B Bacteria - 0%3B Metazoa - 736%3B Fungi - 347%3B Plants - 385%3B Viruses - 0%3B Other Eukaryotes - 339 (source: NCBI BLink).;Dbxref=PMID:11914280,PMID:11209081,PMID:12464638,PMID:16126863,PMID:16818609,PMID:16905669,PMID:17704214,PMID:17919906,PMID:18000043,PMID:18799737,PMID:19075219,PMID:19154004,PMID:19223973,PMID:19306104,PMID:19279202,PMID:19525324,PMID:19710233,PMID:19820306,PMID:19995721,PMID:20237017,PMID:20421476,PMID:20974893,PMID:21051957,PMID:21205174,PMID:21511905,PMID:22025724,PMID:22025721,PMID:22108406,PMID:21251106,PMID:22995285,PMID:23271028,PMID:23521356,PMID:23722561,PMID:23840182,PMID:24398922,PMID:24595288,PMID:23776189,locus:2131322;locus_type=protein_coding","YUC,YUCCA","YUCCA 1","Flavin-binding monooxygenase family protein","YUC1","Mutant has elevated levels of free IAA in dominant mutant allele%3B Flavin Monooxygenase-Like Enzyme%3B Auxin Biosynthesis",4,"m_4_16212324","m_4_15488750","m_4_16532462",4,15488750,16532462
"AT4G33400",590601,"Chr4","Araport11","gene",16077898,16080721,".","-",".","ID=AT4G33400;Name=AT4G33400;Note=Vacuolar import/degradation%2C Vid27-related protein;computational_description=Vacuolar import/degradation%2C Vid27-related protein%3B FUNCTIONS IN: molecular_function unknown%3B INVOLVED IN: N-terminal protein myristoylation%3B LOCATED IN: cytosol%2C nucleus%2C plasma membrane%3B EXPRESSED IN: 25 plant structures%3B EXPRESSED DURING: 15 growth stages%3B CONTAINS InterPro DOMAIN/s: WD40 repeat-like-containing domain (InterPro:IPR011046)%2C Vacuolar import/degradation%2C Vid27-related (InterPro:IPR013863)%3B BEST Arabidopsis thaliana protein match is: Vacuolar import/degradation%2C Vid27-related protein (TAIR:AT3G19240.1)%3B Has 271 Blast hits to 271 proteins in 130 species: Archae - 0%3B Bacteria - 0%3B Metazoa - 6%3B Fungi - 139%3B Plants - 79%3B Viruses - 0%3B Other Eukaryotes - 47 (source: NCBI BLink).;Dbxref=PMID:12169696,PMID:12912986,PMID:15937229,PMID:17329565,PMID:17827350,PMID:18433157,PMID:18775970,locus:2119221;locus_type=protein_coding","","","Vacuolar import/degradation%2C Vid27-related protein","","",4,"m_4_16212324","m_4_15488750","m_4_16532462",4,15488750,16532462
"AT4G34000",592305,"Chr4","Araport11","gene",16295334,16298285,".","+",".","ID=AT4G34000;Name=AT4G34000;Note=abscisic acid responsive elements-binding factor 3;curator_summary=Encodes an ABA-responsive element-binding protein with similarity to transcription factors that is expressed in response to stress and abscisic acid.;symbol=ABF3;Alias=AtABF3,DPBF5,DC3 PROMOTER-BINDING FACTOR 5;full_name=abscisic acid responsive elements-binding factor 3;computational_description=abscisic acid responsive elements-binding factor 3 (ABF3)%3B FUNCTIONS IN: protein binding%2C DNA binding%2C transcription activator activity%2C sequence-specific DNA binding transcription factor activity%3B INVOLVED IN: in 6 processes%3B EXPRESSED IN: 23 plant structures%3B EXPRESSED DURING: 12 growth stages%3B CONTAINS InterPro DOMAIN/s: Basic-leucine zipper (bZIP) transcription factor (InterPro:IPR004827)%2C bZIP transcription factor%2C bZIP-1 (InterPro:IPR011616)%3B BEST Arabidopsis thaliana protein match is: ABRE binding factor 4 (TAIR:AT3G19290.1)%3B Has 2159 Blast hits to 2007 proteins in 161 species: Archae - 0%3B Bacteria - 4%3B Metazoa - 512%3B Fungi - 34%3B Plants - 1491%3B Viruses - 0%3B Other Eukaryotes - 118 (source: NCBI BLink).;Dbxref=PMID:10760247,PMID:10636868,PMID:11019812,PMID:11118137,PMID:11906833,PMID:12376636,PMID:16258012,PMID:16299177,PMID:16463099,PMID:16247556,PMID:19895399,PMID:20105335,PMID:20733066,PMID:20852918,PMID:19947981,PMID:21085673,PMID:21471120,PMID:22025559,PMID:22140235,PMID:22350156,PMID:23742014,PMID:24078097,PMID:24285786,PMID:24475264,PMID:24350984,PMID:24561249,PMID:24518068,PMID:24483851,PMID:24738645,PMID:25234727,PMID:25616872,locus:2118969;locus_type=protein_coding","AtABF3,DPBF5,DC3 PROMOTER-BINDING FACTOR 5","abscisic acid responsive elements-binding factor 3","abscisic acid responsive elements-binding factor 3","ABF3","Encodes an ABA-responsive element-binding protein with similarity to transcription factors that is expressed in response to stress and abscisic acid.",4,"m_4_16212324","m_4_15488750","m_4_16532462",4,15488750,16532462
"AT4G34590",594334,"Chr4","Araport11","gene",16521861,16523230,".","+",".","ID=AT4G34590;Name=AT4G34590;Note=G-box binding factor 6;curator_summary=Encodes a basic domain leucine zipper (bZip) transcription factor bZIP11. Translation is repressed by sucrose. Directly regulates gene expression of ASN1 and ProDH2%2C which are enzyme-coding genes involved in amino acid metabolism.;symbol=GBF6;Alias=ATB2,AtbZIP11,Arabidopsis thaliana basic leucine-zipper 11,BZIP11;full_name=G-box binding factor 6;computational_description=G-box binding factor 6 (GBF6)%3B FUNCTIONS IN: DNA binding%2C protein heterodimerization activity%2C sequence-specific DNA binding transcription factor activity%3B INVOLVED IN: sucrose induced translational repression%2C negative regulation of translation%2C regulation of transcription%2C DNA-dependent%2C response to sucrose stimulus%3B LOCATED IN: chloroplast%3B CONTAINS InterPro DOMAIN/s: Basic-leucine zipper (bZIP) transcription factor (InterPro:IPR004827)%2C bZIP transcription factor%2C bZIP-1 (InterPro:IPR011616)%3B BEST Arabidopsis thaliana protein match is: basic leucine-zipper 44 (TAIR:AT1G75390.1)%3B Has 1778 Blast hits to 1778 proteins in 91 species: Archae - 0%3B Bacteria - 0%3B Metazoa - 8%3B Fungi - 2%3B Plants - 1730%3B Viruses - 0%3B Other Eukaryotes - 38 (source: NCBI BLink).;Dbxref=PMID:9721683,PMID:9620274,PMID:11118137,PMID:11906833,PMID:15047879,PMID:15208401,PMID:15667324,PMID:15548739,PMID:16709202,PMID:18088315,PMID:18231654,PMID:19403731,PMID:19376782,PMID:20179149,PMID:20799971,PMID:21534971,PMID:21753116,PMID:21889051,PMID:22253603,PMID:22457737,PMID:23461773,PMID:23735508,PMID:24861440,locus:2139584;locus_type=protein_coding","ATB2,AtbZIP11,Arabidopsis thaliana basic leucine-zipper 11,BZIP11","G-box binding factor 6","G-box binding factor 6","GBF6","Encodes a basic domain leucine zipper (bZip) transcription factor bZIP11. Translation is repressed by sucrose. Directly regulates gene expression of ASN1 and ProDH2%2C which are enzyme-coding genes involved in amino acid metabolism.",4,"m_4_16212324","m_4_15488750","m_4_16532462",4,15488750,16532462
"AT1G14250",41600,"Chr1","Araport11","gene",4868346,4871488,".","+",".","ID=AT1G14250;Name=AT1G14250;Note=GDA1/CD39 nucleoside phosphatase family protein;computational_description=GDA1/CD39 nucleoside phosphatase family protein%3B FUNCTIONS IN: hydrolase activity%3B INVOLVED IN: biological_process unknown%3B LOCATED IN: vacuole%3B EXPRESSED IN: male gametophyte%2C cultured cell%2C pollen tube%3B EXPRESSED DURING: L mature pollen stage%2C M germinated pollen stage%3B CONTAINS InterPro DOMAIN/s: Nucleoside phosphatase GDA1/CD39 (InterPro:IPR000407)%3B BEST Arabidopsis thaliana protein match is: GDA1/CD39 nucleoside phosphatase family protein (TAIR:AT1G14240.4)%3B Has 1463 Blast hits to 1456 proteins in 234 species: Archae - 0%3B Bacteria - 39%3B Metazoa - 610%3B Fungi - 315%3B Plants - 332%3B Viruses - 0%3B Other Eukaryotes - 167 (source: NCBI BLink).;Dbxref=PMID:16792696,PMID:17473866,PMID:18650403,PMID:18775970,PMID:20736450,locus:2035802;locus_type=protein_coding","","","GDA1/CD39 nucleoside phosphatase family protein","","",1,"m_1_7431890","m_1_4811010","m_1_8052705",1,4811010,8052705
"AT1G14280",41734,"Chr1","Araport11","gene",4877506,4879307,".","+",".","ID=AT1G14280;Name=AT1G14280;Note=phytochrome kinase substrate 2;curator_summary=Encodes phytochrome kinase substrate 2.  PKS proteins are critical for hypocotyl phototropism. Forms a complex with Phot1%2C Phot2 and NPH3.;symbol=PKS2;full_name=phytochrome kinase substrate 2;computational_description=phytochrome kinase substrate 2 (PKS2)%3B BEST Arabidopsis thaliana protein match is: phytochrome kinase substrate 1 (TAIR:AT2G02950.1)%3B Has 337 Blast hits to 325 proteins in 29 species: Archae - 0%3B Bacteria - 2%3B Metazoa - 13%3B Fungi - 6%3B Plants - 286%3B Viruses - 0%3B Other Eukaryotes - 30 (source: NCBI BLink).;Dbxref=PMID:12177480,PMID:14576160,PMID:14615593,PMID:15282545,PMID:16777956,PMID:17474978,PMID:17905899,PMID:18650403,PMID:20071603,PMID:24286493,locus:2012502;locus_type=protein_coding","","phytochrome kinase substrate 2","phytochrome kinase substrate 2","PKS2","Encodes phytochrome kinase substrate 2.  PKS proteins are critical for hypocotyl phototropism. Forms a complex with Phot1%2C Phot2 and NPH3.",1,"m_1_7431890","m_1_4811010","m_1_8052705",1,4811010,8052705
